                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                  1.082,                0.88884,                 1.3134,                0.76479,                0.70032,                0.75695,                0.43233,                  1.521,                 1.1165,                 1.6918,              0.0039981,              0.0039981,              0.0039981
                    100,                 1.0652,                0.88357,                 1.3094,                0.74559,                0.73034,                0.76034,                 0.4307,                 1.5142,                 1.0906,                 1.7031,              0.0039362,              0.0039362,              0.0039362
                    101,                  1.063,                0.85386,                 1.3072,                0.75453,                0.70505,                0.74147,                0.41959,                 1.5299,                 1.1357,                 1.7142,              0.0038744,              0.0038744,              0.0038744
                    102,                 1.0673,                0.89214,                 1.3263,                0.68677,                 0.6877,                0.70628,                0.39501,                 1.5555,                 1.2862,                 1.7458,              0.0038125,              0.0038125,              0.0038125
                    103,                  1.074,                 0.8677,                 1.3073,                 0.7438,                0.72353,                0.74713,                0.40951,                 1.5636,                 1.1384,                 1.7828,              0.0037506,              0.0037506,              0.0037506
                    104,                 1.0659,                0.86454,                  1.315,                0.78873,                0.68454,                0.74683,                 0.4321,                 1.5514,                 1.1053,                 1.7286,              0.0036888,              0.0036888,              0.0036888
                    105,                 1.0486,                0.85763,                 1.3188,                0.69348,                0.73186,                0.74063,                 0.4074,                 1.5906,                 1.1194,                 1.7756,              0.0036269,              0.0036269,              0.0036269
                    106,                 1.0475,                0.83837,                 1.3114,                0.72709,                0.69336,                0.72591,                 0.4026,                 1.5594,                 1.1378,                 1.7701,               0.003565,               0.003565,               0.003565
                    107,                 1.0494,                0.84582,                 1.2926,                0.76945,                 0.7082,                0.76544,                0.43274,                  1.513,                 1.1292,                 1.7321,              0.0035031,              0.0035031,              0.0035031
                    108,                 1.0413,                0.84268,                 1.2917,                0.76878,                0.71136,                0.76269,                0.43319,                 1.5171,                 1.1075,                 1.7232,              0.0034413,              0.0034413,              0.0034413
                    109,                 1.0368,                0.83708,                 1.2859,                 0.7853,                0.69558,                0.76888,                0.42913,                 1.5257,                 1.0696,                 1.7186,              0.0033794,              0.0033794,              0.0033794
                    110,                 1.0254,                0.82803,                 1.2874,                0.77755,                 0.6735,                0.74689,                0.40477,                 1.5446,                 1.1139,                 1.7725,              0.0033175,              0.0033175,              0.0033175
